alimento,unidad,peso_crudo_g,peso_neto_g,energia_kcal,proteina_g,lipidos_g,hidratos_carbono_g,fibra_g,azucar_g,colesterol_mg,acidos_saturados_g,acidos_monoinsaturados_g,acidos_poliinsaturados_g,acido_folico_mcg,vitamina_a_mcg,calcio_mg,hierro_mg,sodio_mg,potasio_mg,fosforo_mg,zinc_mg,selenio_mcg,carga_glicemica,categoria,pagina,ag_saturados_g,ag_monoinsaturados_g,ag_poliinsaturados_g,colesterol,acido_ascorbico_mg,AG saturados_g,AG monoinsaturados_g,AG poliinsaturados_g,cantidad_sugerida,peso_bruto_g,ac_g_saturados_g,ac_monoinsaturados_g,ac_poliinsaturados_g,AG poliinsaturados (g),AG monoinsaturados (g)
Masa de pizza,3 cda,27,27,70,2.7,0.9,13.5,0.5,1.1,0,0.2,0.2,0,,,,,156.6,,,,,,cereales,page_062.png,,,,,,,,,,,,,,,
Masa para tortillas,45 gramos,45,45,69,1.6,0.9,14.3,1.5,,0,0.1,0.2,0.5,,,,,0,,,,,,cereales,page_062.png,,,,,,,,,,,,,,,
Masa para Yucatán,40 gramos,40,40,69,1.8,0.9,14.6,1.4,,0,0.2,0.2,0.5,,,,,0,,,,,,cereales,page_062.png,,,,,,,,,,,,,,,
Media Noche,22 gramos,22,22,55,2,1,10.5,0.5,0.1,1,0,0,0,,1.6,,,0.8,,,,,,cereales,page_062.png,,,,,,,,,,,,,,,
Media Noche con ajo,1/2 pieza,22,22,55,2,1,10.5,0.5,0.1,0.8,0,0,0,,1.2,,,0.5,,,,,,cereales,page_062.png,,,,,,,,,,,,,,,
Mijo cocido,1/3 taza,57,57,68,2,0.6,13.6,0.8,3,0,0.1,0.3,0.3,,,,,1,67.3,218.8,,,,cereales,page_062.png,,,,,,,,,,,,,,,
Mijo crudo,15 gramos,15,15,57,1.7,0.6,10.9,1.3,0.6,0,0.1,0.3,0,,,,,1,11.1,37.5,,,,cereales,page_062.png,,,,,,,,,,,,,,,
Mini chapata,1 pieza,35,35,88,3.7,1.6,18.1,1.5,0,0,0,0,0,,,,,87.1,,,,,,cereales,page_062.png,,,,,,,,,,,,,,,
Mueslix con manzana y almendra,1/4 taza,18,18,68,1.7,0.9,13.2,1.5,,0,0.1,0.1,0,,,,,0.7,,,,,,cereales,page_062.png,,,,,,,,,,,,,,,
Nixtamal,45 gramos,45,45,69,1,0.9,14.3,0.5,,0,0.1,0,0,,,,,30,,,,,,cereales,page_062.png,,,,,,,,,,,,,,,
Nutrigraín de fresa,1/2 pieza,19,19,69,1.5,1,13,6.5,,0,0.7,0,0,,,,,0,,,,,,cereales,page_062.png,,,,,,,,,,,,,,,
Nutrigraín sabor fresa,1/2 pieza,19,19,69,1,1.5,13,6.5,,0,0.7,0,0,,,,,0,,,,,,cereales,page_062.png,,,,,,,,,,,,,,,
Oblea,1/2 bolista,17,17,67,1.4,1.4,12.3,0.5,0.5,,0,,,,,,,99,,,,,,Cereales sin grasa,page_063.png,,,,,,,,,,,,,,,
Obleas con pepita,100 gramos 100,86,86,66,1.9,0.1,15.1,0.4,0,,0,,,,,19.8,0.4,701.8,,,,,,Cereales sin grasa,page_063.png,,,,,,,,,,,,,,,
Palanqueta de amaranto,4 pieza,16,16,68,1.7,1.2,13.5,0.7,0,,0,,,,,8.5,1.1,46.2,,,,,,Cereales sin grasa,page_063.png,,,,,,,,,,,,,,,
Palanqueta de amaranto con pasas,4 pieza,21,21,84,2.1,1.7,16.4,0.2,0.6,,0,,,,,,,,,,,,,Cereales sin grasa,page_063.png,,,,,,,,,,,,,,,
Palitos de pan,1/2 pieza,20,20,72,1,,16.6,0,0,,,,,,,,,,,,,,,Cereales sin grasa,page_063.png,,,,,,,,,,,,,,,
Palomitas,1/3 pieza,13,13,52,1,0,11.2,,,,0,0,,,,,,,,,,,,Cereales sin grasa,page_063.png,,,,,,,,,,,,,,,
Palomitas acarameladas,3 pieza,18,18,74,2.2,1.7,12.3,0.6,0.6,5.4,0.3,,,3.6,0.8,225,177.9,140,21.6,,,10,0,Cereales sin grasa,page_063.png,,,,,,,,,,,,,,,
Palomitas acarameladas light,2 1/2 taza,18,18,70,3.5,3.5,14,3.5,3.5,,0,,,,,,,35,,,,,0,Cereales sin grasa,page_063.png,,,,,,,,,,,,,,,
Palomitas sin grasa,1/2 taza,18,18,70,3.5,3.5,14,3.5,3.5,,0,,,,,,,35,,,,,0,Cereales sin grasa,page_063.png,,,,,,,,,,,,,,,
Pam-bazo,25 reb,25,25,67,2.5,1,12.5,1,0.2,,0.2,,,,,28,0.3,83,,,,,14,Cereales sin grasa,page_063.png,,,,,,,,,,,,,,,
Pan 5 granos,25 reb,25,25,62,2.4,1,12.1,1,0.3,,0.2,,,,,24,0.9,127,,,,,0,Cereales sin grasa,page_063.png,,,,,,,,,,,,,,,
Pan 7 granos,20 reb,20,20,65,2.6,1.3,11.1,0.4,0.4,,0.2,,,12,,53,0.5,78.9,,,,,0,Cereales sin grasa,page_063.png,,,,,,,,,,,,,,,
Pan ácimo,1/3 pieza,20,20,57,1.3,0.5,11,0.3,0.3,,0,,,2,,16.2,0.5,52.8,,,,,,Cereales sin grasa,page_063.png,,,,,,,,,,,,,,,
Pan árabe,1/3 pieza,20,20,54,1.8,0.2,11,0,0,,0,,,,,17,0.5,23.8,,,,,,Cereales sin grasa,page_063.png,,,,,,,,,,,,,,,
Pan árabe integral,1/3 pieza,,21,56,2.1,0.6,11.6,0.1,0.1,0.2,0,0,0,,,7.3,3.3,0.6,36,112.2,38,,,cereales SIN GRASA,page_064.png,,,,,,,,,,,,,,,
Pan bagel dulce,1/3 pieza,,23,64,2.3,0.4,12.9,0.1,0,0.2,0,0,0,,,5,4.3,0.9,35.6,75.6,18.2,,,cereales SIN GRASA,page_064.png,,,,,,,,,,,,,,,
Pan bagel integral,1/3 pieza,,23,60,2.5,0.3,12.5,0.1,0,0.2,0,0,0,,,,,,,,,,,cereales SIN GRASA,page_064.png,,,,,,,,,,,,,,,
Pan bagel salado,1/3 pieza,,23,64,2.2,0.4,12.5,0.1,0,0.2,0,0,0,,,17.5,0.8,22.4,23.8,118.8,0,,,cereales SIN GRASA,page_064.png,,,,,,,,,,,,,,,
Pan baguette,1/7 pieza,,27,72,2.7,1,13.4,0.2,0.4,0.2,0.1,0.2,0.1,,,9.7,2.9,25.9,32.4,145.8,0,,,cereales SIN GRASA,page_064.png,,,,,,,,,,,,,,,
Pan brioche,1/3 pieza,,22,67,2.3,0,14.1,0,0.1,0.2,0.1,0,0,,,27.8,101.3,9.1,29.2,145.8,0,,,cereales SIN GRASA,page_064.png,,,,,,,,,,,,,,,
Pan blanco,1 pieza,,27,71,2.2,0.8,13.6,0.1,0.1,0.2,0.1,0.2,0.1,,,12,6.8,20.3,61.5,131.3,0,,,cereales SIN GRASA,page_064.png,,,,,,,,,,,,,,,
Pan centeno,1/3 reb,,23,66,2.4,0.5,11.6,0.3,0.3,0.2,0.2,0.3,0.2,,,8,10.3,25.9,34,145.8,0,,,cereales SIN GRASA,page_064.png,,,,,,,,,,,,,,,
Pan centeno con salvado,3/4 reb,,27,67,2.4,0.8,11.9,0.3,0.3,0.2,0.3,0.3,0.1,,,10.6,20,40.6,156,90.5,0,,,cereales SIN GRASA,page_064.png,,,,,,,,,,,,,,,
Pan de 5 granos,3/4 reb,,25,62,2.6,2.1,15,0.3,0.3,0.2,0.3,0.3,0.1,,,,,,,,,,,cereales SIN GRASA,page_064.png,,,,,,,,,,,,,,,
Pan de 7 granos,1 reb,,27,65,3.1,1.3,12.1,0.5,0.1,0.3,0.2,0.5,0.3,,,29,,,,,,,,cereales SIN GRASA,page_064.png,,,,,,,,,,,,,,,
Pan de avena,1 reb,,30,71,3.2,2.4,11,0.3,0.1,0.2,0.3,0.3,0.1,,,,,,,,,,,cereales SIN GRASA,page_064.png,,,,,,,,,,,,,,,
Pan de caja integral,1 reb,,25,65,2.4,1.7,11,0,0,0.2,0.2,0.3,0.1,,,,,,,,,,,cereales SIN GRASA,page_064.png,,,,,,,,,,,,,,,
Pan de centeno y comino,1 reb,,20,67,2.6,2.1,9.7,0,0,0.2,0.3,0.3,0.1,,,,,,,,,,,cereales SIN GRASA,page_064.png,,,,,,,,,,,,,,,
Pan de centeno y trigo,1 pieza,,25,57,2.5,1.4,12.9,0.1,0,0.9,0,0,0,,,,,,,,,,,cereales SIN GRASA,page_064.png,,,,,,,,,,,,,,,
Pan de girasol integral,1 pieza,,26,67,2.5,1.1,11.1,0.7,0.7,,,,,,,,,,,,,,,cereales SIN GRASA,page_064.png,,,,,,,,,,,,,,,
Pan de hamburguesa chico,1/2 pieza,,26,67,2.5,1.1,12.9,0.1,1.9,0,0,0,0,,,,,,,,,,,cereales SIN GRASA,page_064.png,,,,,,,,,,,,,,,
Pan de hot dog,1/2 pieza,22,22,55,2,1,10.5,0.5,1.5,0,0,0,0,,10,0.5,0.5,105,,,,,,cereales,page_065.png,,,,,,,,,,,,,,,
Pan de hot dog con ajonjolí,1/2 pieza,22,22,55,2,2.2,11.9,0.6,6.3,0,0,0.2,0.8,,0.5,0.5,115.6,,105,,,,,cereales,page_065.png,,,,,,,,,,,,,,,
Pan de jengibre,1 rebanada,25,28,72,0.9,0.9,11.5,0,0.9,0,0,0,0,,19,4.4,0.3,46.9,,,,,,cereales,page_065.png,,,,,,,,,,,,,,,
Pan de miel y avena,1 rebanada,21,21,68,3,2.2,12.7,0,0,0,0,0,0,,14.7,0.4,1,28.1,,,,,,cereales,page_065.png,,,,,,,,,,,,,,,
Pan de plátano,3/4 rebanada,25,25,59,1.4,1.5,10.2,0,0,0.3,0.2,0.3,0.3,,29,,,28,,,,,,cereales,page_065.png,,,,,,,,,,,,,,,
Pan trigo con arroz,3/4 rebanada,23,23,67,2.4,2.1,12.6,0.7,1.1,0,0,0,0,,78,1,2,63.4,,,,,14,cereales,page_065.png,,,,,,,,,,,,,,,
Pan integral,1 pieza,14,14,56,1.8,0.2,11.4,1.1,0.1,0,0,0,0,,127.1,0.5,0.5,16,,,,,11,cereales,page_065.png,,,,,,,,,,,,,,,
Pan italiano,1/3 pieza,15,15,60,2.1,1,11.8,0,0,0,0,0,0,,30.7,0.2,0.3,95.8,,,,,12,cereales,page_065.png,,,,,,,,,,,,,,,
Pan matza,1/2 pieza,26,25,65,1.9,0.5,11.7,0.5,0,0,0,0,0,,37.7,,,144.8,,,,,12,cereales,page_065.png,,,,,,,,,,,,,,,
Pan Melba,1/2 pieza,25,25,61,2.5,1.1,12.9,0.1,0.1,0,0,0,0,,28,0.3,0,89.1,,,,,,cereales,page_065.png,,,,,,,,,,,,,,,
Pan molido,1/3 pieza,25,25,67,2.5,1,12.5,0.2,0,0,0,0,0,,25.7,0.7,0.7,111.5,,,,,,cereales,page_065.png,,,,,,,,,,,,,,,
Pan negro,1/2 pieza,23,23,64,2.1,0.3,12.9,0,0.1,0,0,0,0,,10.5,0.3,0.3,142.3,,,,,,cereales,page_065.png,,,,,,,,,,,,,,,
Pan negro con trigo,1 cdita,16,26,69,2.1,1,15.2,0,0,0,0,0,0,,12.5,0,0,123,,,,,,cereales,page_065.png,,,,,,,,,,,,,,,
Pan panini,8 rebanadas,25,23,61,1.9,0.5,11.7,0.5,0,0,0,0,0,,2.4,,,47,,,,,,cereales,page_065.png,,,,,,,,,,,,,,,
Pan para hamburguesa chico,1/2 pieza,25,25,65,2.4,1.1,12.5,0.2,0,0,0,0,0,,,,,47,,,,,,cereales,page_065.png,,,,,,,,,,,,,,,
Pan para hamburguesa grande,1/2 pieza,25,25,65,2.5,1,12.5,0.1,0,0,0,0,0,,25.7,0.7,0.7,108.2,,,,,,cereales,page_065.png,,,,,,,,,,,,,,,
Pan para pambazo,1/2 pieza,23,23,64,2.1,0.3,12.9,0,0.1,0,0,0,0,,19.9,0.3,0.3,123.8,,,,,,cereales,page_065.png,,,,,,,,,,,,,,,
Pan pita,1/3 pieza,23,23,64,2.1,0.3,12.9,0,0.1,0,0,0,0,,19.9,0.3,0.3,123.8,,,,,,cereales,page_065.png,,,,,,,,,,,,,,,
Pan Thin,1 1/2 pieza,42,42,77,3.9,1,13.3,0.3,0.2,0.4,0,0,0,,,,,144.5,,,,,,cereales sin grasa,page_066.png,,,,,,,,,,,,,,,
Pan tipo 'English Muffin',1/2 pieza,29,29,67,2.2,0.5,13.1,0.1,0.1,0.3,0.1,0,0,,,,,37.5,,132,,,22,cereales sin grasa,page_066.png,,,,,,,,,,,,,,,
Pan tipo Media Noche,1/2 pieza,22,22,55,2,1,10.5,0,0,0,0,0,0,,,,,105,,,,,,cereales sin grasa,page_066.png,,,,,,,,,,,,,,,
Pan tostado,1 reb,15,15,64,1.6,0.3,11.8,0.1,0.1,0.5,0.4,0.1,0.1,,,,,21.8,,,,,,cereales sin grasa,page_066.png,,,,,,,,,,,,,,,
Panqué fat-tree,1/2 pieza,25,25,71,1.4,0.1,15.3,0,0,8.6,2.2,,,,,,,27.5,,,,,,cereales sin grasa,page_066.png,,,,,,,,,,,,,,,
Papa al horno con cascara,1/2 pieza,78,78,73,1.6,0.1,16.8,0,0,0.3,0,0,0,7,,,,305,,305,,,60,cereales sin grasa,page_066.png,,,,,,,,,,,,,,,
Papa al horno sin cascara,1/2 pieza,68,68,59,1.3,0.1,13.7,0,0,0.3,0,0,0,7,,,,257.9,,257.9,,,47,cereales sin grasa,page_066.png,,,,,,,,,,,,,,,
Papa cocida con cascara,1/2 pieza,68,68,58,1.2,0.1,13.7,0,0,0.2,0,0,0,7,,,,223,,223,,,37,cereales sin grasa,page_066.png,,,,,,,,,,,,,,,
Papa cocida sin cascara,1/2 pieza,78,78,71,1.2,0.1,13.7,0,0,1.6,0,0,0,5.4,,,,512,,,,,44,cereales sin grasa,page_066.png,,,,,,,,,,,,,,,
Papa de agua,1 pieza,95,94,72,1.5,0.1,13.7,0,0,0.5,0,0,0,6.1,,,,29.7,,,,,31.6,cereales sin grasa,page_066.png,,,,,,,,,,,,,,,
Papa cambray,5 pieza,115,115,59,1.2,0.1,13.5,0,0,0.6,0,0,0,5.4,,,,39.5,,,,,39,cereales sin grasa,page_066.png,,,,,,,,,,,,,,,
Papa hervida con piel,1/2 taza,68,68,60,1.8,0.1,16.2,0,0,0.7,0,0,0,9.2,,,,20.8,,,,,,cereales sin grasa,page_066.png,,,,,,,,,,,,,,,
Papa hervida pelada,1/2 taza,85,85,71,1.7,0.1,15.5,0,0,0,0,0,0,7,,,,,,,,,,cereales sin grasa,page_066.png,,,,,,,,,,,,,,,
Papa picada,20 gramos,20,20,20,0,0,0,0,0,,,,,,,,,,,,,,,cereales sin grasa,page_066.png,,,,,,,,,,,,,,,
Papa roja cruda,1/2 pieza,20,20,20,0,0,0,0,0,,,,,,,,,,,,,,,cereales sin grasa,page_066.png,,,,,,,,,,,,,,,
Papas hojuelas para puré,5 pieza,,,63,0,0,15.5,0,0,,,,,,,,,,,,,,,cereales sin grasa,page_066.png,,,,,,,,,,,,,,,
Papel de arroz,5 pza,,,,,,,,,,,,,,,,,,,,,,,cereales sin grasa,page_066.png,,,,,,,,,,,,,,,
PAPILLA DE ARROZ,1/2 taza,,17,67,1.4,0.5,14.1,1.1,0.2,0,0,0,0,,,9.1,7.9,63.7,2,20,,,,cereales sin grasa,page_067.png,,,,,,,,,,,,,,,
PAPILLA DE ARROZ PEGUADA,15 gramos,,15,59,1.1,0.7,11.6,0.1,,0,0,0,0,,,27.5,7.1,57.8,4.8,20,,,,cereales sin grasa,page_067.png,,,,,,,,,,,,,,,
PAPILLA DE AVENA DESHIDRATADA,15 gramos,,15,56,1,0.2,12,0,,0,0,0,0,,,,,41,,,,,,cereales sin grasa,page_067.png,,,,,,,,,,,,,,,
PAPILLA DE MAIZ PEGUADA,3/4 sobre,,21,72,1.8,0.2,16.6,1,0.1,1,0,0,0.1,,,4.5,6.6,308,228.8,23.3,,,,cereales sin grasa,page_067.png,,,,,,,,,,,,,,,
PASTA COCIDA,1/2 taza,,60,78,3.2,1.1,14,0.3,0.3,24.2,0.3,0.3,0,,,6.3,0.7,126,49.5,30.5,,,,cereales sin grasa,page_067.png,,,,,,,,,,,,,,,
PASTA CON HUEVO,1/3 taza,,15,57,1.9,0.6,11,0.1,0,0,0.1,0,0,,,5.2,0.4,39.4,0.4,0.4,,,,cereales sin grasa,page_067.png,,,,,,,,,,,,,,,
PASTA CRUDA PARA SOPA,20 gramos,,20,68,1.9,0.1,14.6,0.1,0.1,0,0,0,0.1,,,5.4,0.3,36.9,0.4,0.4,,,,cereales sin grasa,page_067.png,,,,,,,,,,,,,,,
PASTA DE CODITO,1/2 taza,,20,74,2.5,0.2,15,0.1,0,0,0,0,0.1,,,5.1,0.2,36.9,0.4,0.4,,,,cereales sin grasa,page_067.png,,,,,,,,,,,,,,,
PASTA DE ESTRELLITAS,1/4 taza,,19,69,2.3,0.2,14.1,0.1,0,0,0,0,0.1,,,5.1,0.2,36.9,0.3,0.3,,,,cereales sin grasa,page_067.png,,,,,,,,,,,,,,,
PASTA DE LAGRIMITAS,1/4 taza,,19,69,2.3,0.2,14.1,0.1,0,0,0,0,0.1,,,5,0.1,36.9,0.3,0.3,,,,cereales sin grasa,page_067.png,,,,,,,,,,,,,,,
PASTA DE LETRAS,1/2 taza,,20,69,2.5,0.2,14.7,0.1,0,0,0,0,0.1,,,6.3,0.7,44.8,6.5,40.8,,,,cereales sin grasa,page_067.png,,,,,,,,,,,,,,,
PASTA DE MONO,1/2 taza,,60,78,3.2,1.1,14,,,,,,,,,6.3,0.7,44.8,6.5,40.8,,,,cereales sin grasa,page_067.png,,,,,,,,,,,,,,,
PASTA DE MUNICIONES,25 gramos,25,25,72,2.8,0.6,13.7,0.1,0.1,18.3,0.1,0.1,0,,,6.9,0.8,20.5,1.3,41.3,,,,cereales sin grasa,page_067.png,,,,,,,,,,,,,,,
PASTA DE TRIGO COCIDA,25 gramos,25,25,72,2.5,0.3,12.3,0.1,0,0,0,0,0,,,10.4,0.5,62.4,0.5,0.5,,,,cereales sin grasa,page_067.png,,,,,,,,,,,,,,,
PASTA DE TRIGO FRESCA,46 gramos,,46,65,2.7,0.1,14.5,0,0,0,0,0,0,,,,,,,,,,,cereales sin grasa,page_067.png,,,,,,,,,,,,,,,
PASTA INTEGRAL COCIDA,1/3 taza,,20,65,2.7,0.1,14.5,0,0,0,0,0,0,,,,,,,,,,,cereales sin grasa,page_067.png,,,,,,,,,,,,,,,
PASTA PARA SOPA CRUDA,20 gramos,20,20,65,2.7,0.1,14.5,0,0,0,0,0,0,,,,,,,,,,,cereales sin grasa,page_067.png,,,,,,,,,,,,,,,
Pasta tornillo cocida,1/3 taza,15,15,57,1.9,0.6,11,0.1,0.3,0,0.1,0.3,0,,,5.2,0.4,0.7,0,26,0.7,,,cereales,page_068.png,,,,,,,,,,,,,,,
Pastel ángel,1 rebanada,28,28,73,1.7,0.2,16.4,0.1,0.1,0,0,0.1,0.2,,1,40,0.7,212,0,66,,,,cereales,page_068.png,,,,,,,,,,,,,,,
Peneques,2 piezas,26,26,58,1.5,0.4,12.3,0,0,0,0,0,0.2,,,28.1,1.2,0,0,,,,,cereales,page_068.png,,,,,,,,,,,,,,,
Pinole,15 gramos,15,15,58,1.6,0.9,11.3,0.2,0.1,0,0,0,0.3,,36.1,,1.9,0,0,97.5,,,,cereales,page_068.png,,,,,,,,,,,,,,,
Populares,2 piezas,17,17,62,1.2,0.5,13.1,0.2,4.7,0.4,0.2,0.3,0.1,,15.4,64,0,20.6,31,37.5,,,,cereales,page_068.png,,,,,,,,,,,,,,,
Pretzels,6 piezas,18,18,69,1.7,0.6,14.5,0.1,0.6,0.1,0.1,0,0,,18,80.8,0,125.1,44.6,312.4,,,,cereales,page_068.png,,,,,,,,,,,,,,,
Puré de camote,1/4 taza,60,50,77,0.2,0,19,0,0,0,0,0,0,,42.2,4.2,5.2,0,0,217.4,,,,cereales,page_068.png,,,,,,,,,,,,,,,
Puré de camote con naranja,1/4 taza,50,20,60,1.7,0.1,16.1,0.2,0.3,0,0,0,0.2,,9.1,5.3,0,0.2,0,85.1,,,,cereales,page_068.png,,,,,,,,,,,,,,,
Quaker papa hojuelas 0% Azúcar,1/3 taza,20,18,60,1.5,0.7,16.8,0.3,0.5,0,0.3,0.6,0.7,,38,38,0,231.3,252,0,,,,cereales,page_068.png,,,,,,,,,,,,,,,
Quínoa cruda,1/2 taza,20,20,74,2.8,1.2,12.8,0.3,0.3,0,0.1,0.3,0.7,,0.9,5.6,15.2,0,0,0,,,,cereales,page_068.png,,,,,,,,,,,,,,,
Quínoa inflada,100 gramos,100,55,60,0.6,0.1,14.1,0,0,0,0,0,0,,,,,,,,,,,cereales,page_068.png,,,,,,,,,,,,,,,
Raíz de chayote,55 gramos,55,5,63,1.6,0.2,14.2,0,0.3,0,0,0,0,,1.3,,0,,,,,,,cereales,page_068.png,,,,,,,,,,,,,,,
Sagu,5 piezas,16,18,70,1.8,1.8,16.3,0.1,0.5,0,0,0,0,,14.9,1.4,,1.1,12.5,,,,,cereales,page_068.png,,,,,,,,,,,,,,,
Saladitas,9 pieza,27,29,64,2.4,0.2,24.4,0,0.1,1,0.1,0.1,0.1,,,,,,,,,,,cereales,page_068.png,,,,,,,,,,,,,,,
Saladitas integrales,3 cda,,,,,,,,,,,,,,,,,,,,,,,cereales,page_068.png,,,,,,,,,,,,,,,
Salvado de avena,3 cda,,,,,,,,,,,,,,,,,,,,,,,cereales,page_068.png,,,,,,,,,,,,,,,
Salvado de maíz,6 cda,,,,,,,,,,,,,,,,,,,,,,,cereales,page_068.png,,,,,,,,,,,,,,,
Salvado de trigo,cda,8,,66,4.8,1.3,19.8,,,,0.2,0.2,0.7,24.5,22.5,3.2,362.6,1,310.5,,,,,cereales,page_069.png,,,,,,,,,,,,,,,
Sémola de maíz preparada,1/2 taza,121,,72,1.7,0.3,15.6,,,,0.1,0.1,0.1,,,3.5,0.2,2.5,,,,,,cereales,page_069.png,,,,,,,,,,,,,,,
Sémola sin preparar,20 gramos,20,,72,2.5,0.2,14.6,,,,0,0,0,14.3,3.3,0.9,0.1,0.2,,,,,,cereales,page_069.png,,,,,,,,,,,,,,,
Sopa Instant Ramen sin preparar,50 gramos,50,,67,2,1,11.3,,,,0.3,0,0,,,,1.4,493.5,,,,,,cereales,page_069.png,,,,,,,,,,,,,,,
Sorgo,1 1/2 cda,18,,61,2,0.6,13.4,,,,0.1,0.2,0.2,5,5,5,5,,,,,,,cereales,page_069.png,,,,,,,,,,,,,,,
Tallarín cocido,1/2 taza,16,,60,2.9,0.3,12.1,,,,0,0,0.1,14.7,10.2,1.5,0.3,0.4,,,,,,cereales,page_069.png,,,,,,,,,,,,,,,
Tallarín crudo,20 gramos,20,,74,2.5,0.2,15,,,,0,0,0.1,62.2,0,0,0,0,,,,,,cereales,page_069.png,,,,,,,,,,,,,,,
Tallarín estilo japonés,1/2 taza,20,,69,2,0.2,15,,,,0,0,0,6,0,0,0,0,,,,,,cereales,page_069.png,,,,,,,,,,,,,,,
Tapioca,2 cda,19,,65,1.8,0.8,16.2,,,,0.2,0,0,24.9,0.7,0.08,0.08,124.7,,,,,,cereales,page_069.png,,,,,,,,,,,,,,,
Telera,1/3 pieza,23,,62,1.4,0.5,13.6,,,,0.2,0,0.2,,,,,95.8,,,,,,cereales,page_069.png,,,,,,,,,,,,,,,
Tortilla,1 pieza,30,,64,2.3,0.5,16,,,,0.2,0.2,0.3,58.8,0.8,0.8,0.8,26.2,,,,,,cereales,page_069.png,,,,,,,,,,,,,,,
Tortilla de maíz burra,1 pieza,30,,64,1.5,0.6,14.5,,,,0.1,0.1,0.1,62.7,40,,,,,,,,,cereales,page_069.png,,,,,,,,,,,,,,,
Tortilla de maíz amarillo o negro,1 pieza,32,,70,1.6,0.9,14.1,,,,0.1,0.2,0.4,32.4,42.2,0.8,,,,,,,,cereales,page_069.png,,,,,,,,,,,,,,,
Tortilla de maíz azul,1 pieza,33,,75,2.2,0.5,13.8,,,,0.1,0.1,0.1,,,,,,,,,,,cereales,page_069.png,,,,,,,,,,,,,,,
Tortilla de maíz blanco,1 pieza,32,,73,3.2,0.5,14.9,,,,0.1,0.1,0.3,,,,,,,,,,,cereales,page_069.png,,,,,,,,,,,,,,,
Tortilla de maíz y soya,1 pieza,32,,73,0.5,1.4,14.2,,,,0.1,0.4,0.7,,,,,,,,,,,cereales,page_069.png,,,,,,,,,,,,,,,
Tortilla de maíz y trigo,1 pieza,32,,73,3.2,0.5,14.9,,,,0.1,0.1,0.3,,,,,,,,,,,cereales,page_069.png,,,,,,,,,,,,,,,
Tortilla de nopal,3 pieza,69,60,60,3.2,1.2,13.1,0.1,0.3,0.6,0.1,0.3,0.7,,13.8,135.2,1.8,,,,,,,Cereales sin grasa,page_070.png,,,,,,,,,,,,,,,
Tostada de maíz horneada,2 pieza,20,20,73,2,1.3,16,0,0,0.7,0,0.3,0.7,,,,,,,,,,,Cereales sin grasa,page_070.png,,,,,,,,,,,,,,,
Tostada de nopal horneada,2 pieza,20,20,67,1.3,1.3,15.3,0,0,0.7,0,0.3,0.7,,,,,,,,,,,Cereales sin grasa,page_070.png,,,,,,,,,,,,,,,
Trigo,1 1/2 cda,21,21,71,2.2,0.5,15.4,0,0,0,0,0,0,,,,,12.2,77.7,0.6,,,,Cereales sin grasa,page_070.png,,,,,,,,,,,,,,,
Trigo cocido,1 1/2 cda,21,21,70,2.2,0.5,15.1,0,0,0,0,0,0,,,,,12,76.3,0.6,,,,Cereales sin grasa,page_070.png,,,,,,,,,,,,,,,
Trigo entero,2 cda,19,19,63,2,0.5,13.8,0,0,0.2,0,0.2,0.2,,,,,10.9,,64,,,,Cereales sin grasa,page_070.png,,,,,,,,,,,,,,,
Trigo negro,20 gramos,20,20,66,2.1,0.4,14.3,0,0.1,0,0.1,0,0,,1,,,12.2,0.9,148.7,,,,Cereales sin grasa,page_070.png,,,,,,,,,,,,,,,
Trigo triturado,1 1/2 cda,44,44,74,2.5,0.4,15.1,0.1,0.1,0,0,0,0,,0.6,,,30.9,1.4,454.6,,,,Cereales sin grasa,page_070.png,,,,,,,,,,,,,,,
Uchepos,1/4 pieza,26,26,76,0.6,0.4,16.8,0,0,0,0,0.1,0.1,,11.3,,,65.8,15.7,,,,,Cereales sin grasa,page_070.png,,,,,,,,,,,,,,,
Wonton,1/4 pieza,88,60,72,0.6,0,12.4,,,,,,,,,,,,,,,,,Cereales sin grasa,page_070.png,,,,,,,,,,,,,,,
Yuca,150 gramos,150,129,68,5.3,0,12.4,,,,,,,,,,,,,,,,,Cereales sin grasa,page_070.png,,,,,,,,,,,,,,,
Amaranto acaramelado,1/2 taza,,32,122,1.6,3.2,21.6,,,,0,0,0,,,,,,,,,,,Cereales con grasa,page_071.png,,,,,,,,,,,,,,,
Aros de cebolla,2 1/2 pieza,,38,104,1.6,5.4,12.7,,,,0.8,1.1,2.9,,,11.6,0.5,138.8,,,,,,Cereales con grasa,page_071.png,,,,,,,,,,,,,,,
Banderillas,1/2 pieza,,38,108,3,5.4,11.8,,,,1.2,2,1.7,,,19.9,,301.1,,,,,,Cereales con grasa,page_071.png,,,,,,,,,,,,,,,
Barcel churritos chile,1/3 bolsa,,17,95,1,6.3,8.6,,,,2,2,2.3,,,,,141.9,,,,,,Cereales con grasa,page_071.png,,,,,,,,,,,,,,,
Barra All Bran,3/4 pieza,,30,116,2.3,5.3,15,,,,2.5,0.8,0,,,,,48.8,,,,,,Cereales con grasa,page_071.png,,,,,,,,,,,,,,,
Barra de amaranto sabor chocolate,2 pieza,,28,99,1.6,3.6,15.2,,,,0.8,2.1,0,,,,,2.1,,,,,,Cereales con grasa,page_071.png,,,,,,,,,,,,,,,
